都道府県,郡,市区町村,コード,政令指定都市
青森県,上北郡,六ヶ所村,024112,0
青森県,上北郡,おいらせ町,024121,0
青森県,下北郡,大間町,024236,0
青森県,下北郡,東通村,024244,0
青森県,下北郡,風間浦村,024252,0
青森県,下北郡,佐井村,024261,0
青森県,三戸郡,三戸町,024414,0
青森県,三戸郡,五戸町,024422,0
青森県,三戸郡,田子町,024431,0
青森県,三戸郡,南部町,024457,0
青森県,三戸郡,階上町,024465,0
青森県,三戸郡,新郷村,024503,0
岩手県,,盛岡市,032018,0
岩手県,,宮古市,032026,0
岩手県,,大船渡市,032034,0
岩手県,,花巻市,032051,0
岩手県,,北上市,032069,0
岩手県,,久慈市,032077,0
岩手県,,遠野市,032085,0
岩手県,,一関市,032093,0
岩手県,,陸前高田市,032107,0
岩手県,,釜石市,032115,0
岩手県,,二戸市,032131,0
岩手県,,八幡平市,032140,0
岩手県,,奥州市,032158,0
岩手県,,滝沢市,032166,0
岩手県,岩手郡,雫石町,033014,0
岩手県,岩手郡,葛巻町,033022,0
岩手県,岩手郡,岩手町,033031,0
岩手県,紫波郡,紫波町,033219,0
岩手県,紫波郡,矢巾町,033227,0
岩手県,和賀郡,西和賀町,033669,0
岩手県,胆沢郡,金ケ崎町,033812,0
岩手県,西磐井郡,平泉町,034029,0
岩手県,気仙郡,住田町,034410,0
岩手県,上閉伊郡,大槌町,034614,0
岩手県,下閉伊郡,山田町,034827,0
岩手県,下閉伊郡,岩泉町,034835,0
岩手県,下閉伊郡,田野畑村,034843,0
岩手県,下閉伊郡,普代村,034851,0
岩手県,九戸郡,軽米町,035017,0
岩手県,九戸郡,野田村,035033,0
岩手県,九戸郡,九戸村,035068,0
岩手県,九戸郡,洋野町,035076,0
岩手県,二戸郡,一戸町,035246,0
宮城県,,仙台市,041009,1
宮城県,,石巻市,042021,0
宮城県,,塩竈市,042030,0
宮城県,,気仙沼市,042056,0
宮城県,,白石市,042064,0
宮城県,,名取市,042072,0
宮城県,,角田市,042081,0
宮城県,,多賀城市,042099,0
宮城県,,岩沼市,042111,0
宮城県,,登米市,042129,0
宮城県,,栗原市,042137,0
宮城県,,東松島市,042145,0
宮城県,,大崎市,042153,0
宮城県,,富谷市,042161,0
宮城県,刈田郡,蔵王町,043010,0
宮城県,刈田郡,七ヶ宿町,043028,0
宮城県,柴田郡,大河原町,043214,0
宮城県,柴田郡,村田町,043222,0
宮城県,柴田郡,柴田町,043231,0
宮城県,柴田郡,川崎町,043249,0
宮城県,伊具郡,丸森町,043419,0
宮城県,亘理郡,亘理町,043613,0
宮城県,亘理郡,山元町,043621,0
宮城県,宮城郡,松島町,044016,0
宮城県,宮城郡,七ヶ浜町,044041,0
宮城県,宮城郡,利府町,044067,0
宮城県,黒川郡,大和町,044211,0
宮城県,黒川郡,大郷町,044229,0
宮城県,黒川郡,大衡村,044245,0
宮城県,加美郡,色麻町,044440,0
宮城県,加美郡,加美町,044458,0
宮城県,遠田郡,涌谷町,045012,0
宮城県,遠田郡,美里町,045055,0
宮城県,牡鹿郡,女川町,045811,0
宮城県,本吉郡,南三陸町,046060,0
秋田県,,秋田市,052019,0
秋田県,,能代市,052027,0
秋田県,,横手市,052035,0
秋田県,,大館市,052043,0
秋田県,,男鹿市,052060,0
秋田県,,湯沢市,052078,0
秋田県,,鹿角市,052094,0
秋田県,,由利本荘市,052108,0
秋田県,,潟上市,052116,0
秋田県,,大仙市,052124,0
秋田県,,北秋田市,052132,0
秋田県,,にかほ市,052141,0
秋田県,,仙北市,052159,0
秋田県,鹿角郡,小坂町,053031,0
秋田県,北秋田郡,上小阿仁村,053279,0
秋田県,山本郡,藤里町,053465,0
秋田県,山本郡,三種町,053481,0
秋田県,山本郡,八峰町,053490,0
秋田県,南秋田郡,五城目町,053619,0
秋田県,南秋田郡,八郎潟町,053635,0
秋田県,南秋田郡,井川町,053660,0
秋田県,南秋田郡,大潟村,053686,0
秋田県,仙北郡,美郷町,054348,0
秋田県,雄勝郡,羽後町,054631,0
秋田県,雄勝郡,東成瀬村,054640,0
山形県,,山形市,062014,0
山形県,,米沢市,062022,0
山形県,,鶴岡市,062031,0
山形県,,酒田市,062049,0
山形県,,新庄市,062057,0
山形県,,寒河江市,062065,0
山形県,,上山市,062073,0
山形県,,村山市,062081,0
山形県,,長井市,062090,0
山形県,,天童市,062103,0
山形県,,東根市,062111,0
山形県,,尾花沢市,062120,0
山形県,,南陽市,062138,0
山形県,東村山郡,山辺町,063011,0
山形県,東村山郡,中山町,063029,0
山形県,西村山郡,河北町,063215,0
山形県,西村山郡,西川町,063223,0
山形県,西村山郡,朝日町,063231,0
山形県,西村山郡,大江町,063240,0
山形県,北村山郡,大石田町,063410,0
山形県,最上郡,金山町,063614,0
山形県,最上郡,最上町,063622,0
山形県,最上郡,舟形町,063631,0
山形県,最上郡,真室川町,063649,0
山形県,最上郡,大蔵村,063657,0
山形県,最上郡,鮭川村,063665,0
山形県,最上郡,戸沢村,063673,0
山形県,東置賜郡,高畠町,063819,0
山形県,東置賜郡,川西町,063827,0
山形県,西置賜郡,小国町,064017,0
山形県,西置賜郡,白鷹町,064025,0
山形県,西置賜郡,飯豊町,064033,0
山形県,東田川郡,三川町,064262,0
山形県,東田川郡,庄内町,064289,0
山形県,飽海郡,遊佐町,064611,0
福島県,,福島市,072010,0
福島県,,会津若松市,072028,0
福島県,,郡山市,072036,0
福島県,,いわき市,072044,0
福島県,,白河市,072052,0
福島県,,須賀川市,072079,0
福島県,,喜多方市,072087,0
福島県,,相馬市,072095,0
福島県,,二本松市,072109,0
福島県,,田村市,072117,0
福島県,,南相馬市,072125,0
福島県,,伊達市,072133,0
福島県,,本宮市,072141,0
福島県,伊達郡,桑折町,073016,0
福島県,伊達郡,国見町,073032,0
福島県,伊達郡,川俣町,073083,0
福島県,安達郡,大玉村,073229,0
福島県,岩瀬郡,鏡石町,073423,0
福島県,岩瀬郡,天栄村,073440,0
福島県,南会津郡,下郷町,073628,0
福島県,南会津郡,檜枝岐村,073644,0
福島県,南会津郡,只見町,073679,0
福島県,南会津郡,南会津町,073687,0
福島県,耶麻郡,北塩原村,074021,0
福島県,耶麻郡,西会津町,074055,0
福島県,耶麻郡,磐梯町,074071,0
福島県,耶麻郡,猪苗代町,074080,0
福島県,河沼郡,会津坂下町,074217,0
福島県,河沼郡,湯川村,074225,0
福島県,河沼郡,柳津町,074233,0
福島県,大沼郡,三島町,074446,0
福島県,大沼郡,金山町,074454,0
福島県,大沼郡,昭和村,074462,0
福島県,大沼郡,会津美里町,074471,0
福島県,西白河郡,西郷村,074616,0
福島県,西白河郡,泉崎村,074641,0
福島県,西白河郡,中島村,074659,0
福島県,西白河郡,矢吹町,074667,0
福島県,東白川郡,棚倉町,074811,0
福島県,東白川郡,矢祭町,074829,0
福島県,東白川郡,塙町,074837,0
福島県,東白川郡,鮫川村,074845,0
福島県,石川郡,石川町,075019,0
福島県,石川郡,玉川村,075027,0
福島県,石川郡,平田村,075035,0
福島県,石川郡,浅川町,075043,0
福島県,石川郡,古殿町,075051,0
福島県,田村郡,三春町,075213,0
福島県,田村郡,小野町,075221,0
福島県,双葉郡,広野町,075418,0
福島県,双葉郡,楢葉町,075426,0
福島県,双葉郡,富岡町,075434,0
福島県,双葉郡,川内村,075442,0
福島県,双葉郡,大熊町,075451,0
福島県,双葉郡,双葉町,075469,0
福島県,双葉郡,浪江町,075477,0
福島県,双葉郡,葛尾村,075485,0
福島県,相馬郡,新地町,075612,0
福島県,相馬郡,飯舘村,075647,0
茨城県,,水戸市,082015,0
茨城県,,日立市,082023,0
茨城県,,土浦市,082031,0
茨城県,,古河市,082040,0
茨城県,,石岡市,082058,0
茨城県,,結城市,082074,0
茨城県,,龍ケ崎市,082082,0
茨城県,,下妻市,082104,0
茨城県,,常総市,082112,0
茨城県,,常陸太田市,082121,0
茨城県,,高萩市,082147,0
茨城県,,北茨城市,082155,0
茨城県,,笠間市,082163,0
茨城県,,取手市,082171,0
茨城県,,牛久市,082198,0
茨城県,,つくば市,082201,0
茨城県,,ひたちなか市,082210,0
茨城県,,鹿嶋市,082228,0
茨城県,,潮来市,082236,0
茨城県,,守谷市,082244,0
茨城県,,常陸大宮市,082252,0
茨城県,,那珂市,082261,0
茨城県,,筑西市,082279,0
茨城県,,坂東市,082287,0
茨城県,,稲敷市,082295,0
茨城県,,かすみがうら市,082309,0
茨城県,,桜川市,082317,0
茨城県,,神栖市,082325,0
茨城県,,行方市,082333,0
茨城県,,鉾田市,082341,0
茨城県,,つくばみらい市,082350,0
茨城県,,小美玉市,082368,0
茨城県,東茨城郡,茨城町,083020,0
茨城県,東茨城郡,大洗町,083097,0
茨城県,東茨城郡,城里町,083101,0
茨城県,那珂郡,東海村,083411,0
茨城県,久慈郡,大子町,083640,0
茨城県,稲敷郡,美浦村,084425,0
茨城県,稲敷郡,阿見町,084433,0
茨城県,稲敷郡,河内町,084476,0
茨城県,結城郡,八千代町,085219,0
茨城県,猿島郡,五霞町,085421,0
茨城県,猿島郡,境町,085464,0
茨城県,北相馬郡,利根町,085642,0
栃木県,,宇都宮市,092011,0
栃木県,,足利市,092029,0
栃木県,,栃木市,092037,0
栃木県,,佐野市,092045,0
栃木県,,鹿沼市,092053,0
栃木県,,日光市,092061,0
栃木県,,小山市,092088,0
栃木県,,真岡市,092096,0
栃木県,,大田原市,092100,0
栃木県,,矢板市,092118,0
栃木県,,那須塩原市,092134,0
栃木県,,さくら市,092142,0
栃木県,,那須烏山市,092151,0
栃木県,,下野市,092169,0
栃木県,河内郡,上三川町,093017,0
栃木県,芳賀郡,益子町,093424,0
栃木県,芳賀郡,茂木町,093432,0
栃木県,芳賀郡,市貝町,093441,0
栃木県,芳賀郡,芳賀町,093459,0
栃木県,下都賀郡,壬生町,093611,0
栃木県,下都賀郡,野木町,093645,0
栃木県,塩谷郡,塩谷町,093840,0
栃木県,塩谷郡,高根沢町,093866,0
栃木県,那須郡,那須町,094072,0
栃木県,那須郡,那珂川町,094111,0
群馬県,,前橋市,102016,0
群馬県,,高崎市,102024,0
群馬県,,桐生市,102032,0
群馬県,,伊勢崎市,102041,0
群馬県,,太田市,102059,0
群馬県,,沼田市,102067,0
群馬県,,館林市,102075,0
群馬県,,渋川市,102083,0
群馬県,,藤岡市,102091,0
群馬県,,富岡市,102105,0
群馬県,,安中市,102113,0
群馬県,,みどり市,102121,0
群馬県,北群馬郡,榛東村,103446,0
群馬県,北群馬郡,吉岡町,103454,0
群馬県,多野郡,上野村,103667,0
群馬県,多野郡,神流町,103675,0
群馬県,甘楽郡,下仁田町,103829,0
群馬県,甘楽郡,南牧村,103837,0
群馬県,甘楽郡,甘楽町,103845,0
群馬県,吾妻郡,中之条町,104213,0
群馬県,吾妻郡,長野原町,104248,0
群馬県,吾妻郡,嬬恋村,104256,0
群馬県,吾妻郡,草津町,104264,0
群馬県,吾妻郡,高山村,104281,0
群馬県,吾妻郡,東吾妻町,104299,0
群馬県,利根郡,片品村,104434,0
群馬県,利根郡,川場村,104442,0
群馬県,利根郡,昭和村,104485,0
群馬県,利根郡,みなかみ町,104493,0
群馬県,佐波郡,玉村町,104647,0
群馬県,邑楽郡,板倉町,105210,0
群馬県,邑楽郡,明和町,105228,0
群馬県,邑楽郡,千代田町,105236,0
群馬県,邑楽郡,大泉町,105244,0
群馬県,邑楽郡,邑楽町,105252,0
埼玉県,,さいたま市,111007,1
埼玉県,,川越市,112011,0
埼玉県,,熊谷市,112020,0
埼玉県,,川口市,112038,0
埼玉県,,行田市,112062,0
埼玉県,,秩父市,112071,0
埼玉県,,所沢市,112089,0
埼玉県,,飯能市,112097,0
埼玉県,,加須市,112101,0
埼玉県,,本庄市,112119,0
埼玉県,,東松山市,112127,0
埼玉県,,春日部市,112143,0
埼玉県,,狭山市,112151,0
埼玉県,,羽生市,112160,0
埼玉県,,鴻巣市,112178,0
埼玉県,,深谷市,112186,0
埼玉県,,上尾市,112194,0
埼玉県,,草加市,112216,0
埼玉県,,越谷市,112224,0
埼玉県,,蕨市,112232,0
埼玉県,,戸田市,112241,0
埼玉県,,入間市,112259,0
埼玉県,,朝霞市,112275,0
埼玉県,,志木市,112283,0
埼玉県,,和光市,112291,0
埼玉県,,新座市,112305,0
埼玉県,,桶川市,112313,0
埼玉県,,久喜市,112321,0
埼玉県,,北本市,112330,0
埼玉県,,八潮市,112348,0
埼玉県,,富士見市,112356,0
埼玉県,,三郷市,112372,0
埼玉県,,蓮田市,112381,0
埼玉県,,坂戸市,112399,0
埼玉県,,幸手市,112402,0
埼玉県,,鶴ヶ島市,112411,0
埼玉県,,日高市,112429,0
埼玉県,,吉川市,112437,0
埼玉県,,ふじみ野市,112453,0
埼玉県,,白岡市,112461,0
埼玉県,北足立郡,伊奈町,113018,0
埼玉県,入間郡,三芳町,113247,0
埼玉県,入間郡,毛呂山町,113263,0
埼玉県,入間郡,越生町,113271,0
埼玉県,比企郡,滑川町,113417,0
埼玉県,比企郡,嵐山町,113425,0
埼玉県,比企郡,小川町,113433,0
埼玉県,比企郡,川島町,113468,0
埼玉県,比企郡,吉見町,113476,0
埼玉県,比企郡,鳩山町,113484,0
埼玉県,比企郡,ときがわ町,113492,0
埼玉県,秩父郡,横瀬町,113611,0
埼玉県,秩父郡,皆野町,113620,0
埼玉県,秩父郡,長瀞町,113638,0
埼玉県,秩父郡,小鹿野町,113654,0
埼玉県,秩父郡,東秩父村,113697,0
埼玉県,児玉郡,美里町,113816,0
埼玉県,児玉郡,神川町,113832,0
埼玉県,児玉郡,上里町,113859,0
埼玉県,大里郡,寄居町,114081,0
埼玉県,南埼玉郡,宮代町,114421,0
埼玉県,北葛飾郡,杉戸町,114642,0
埼玉県,北葛飾郡,松伏町,114651,0
千葉県,,千葉市,121002,1
千葉県,,銚子市,122025,0
千葉県,,市川市,122033,0
千葉県,,船橋市,122041,0
千葉県,,館山市,122050,0
千葉県,,木更津市,122068,0
千葉県,,松戸市,122076,0
千葉県,,野田市,122084,0
千葉県,,茂原市,122106,0
千葉県,,成田市,122114,0
千葉県,,佐倉市,122122,0
千葉県,,東金市,122131,0
千葉県,,旭市,122157,0
千葉県,,習志野市,122165,0
千葉県,,柏市,122173,0
千葉県,,勝浦市,122181,0
千葉県,,市原市,122190,0
千葉県,,流山市,122203,0
千葉県,,八千代市,122211,0
千葉県,,我孫子市,122220,0
千葉県,,鴨川市,122238,0
千葉県,,鎌ケ谷市,122246,0
千葉県,,君津市,122254,0
千葉県,,富津市,122262,0
千葉県,,浦安市,122271,0
千葉県,,四街道市,122289,0
千葉県,,袖ケ浦市,122297,0
千葉県,,八街市,122301,0
千葉県,,印西市,122319,0
千葉県,,白井市,122327,0
千葉県,,富里市,122335,0
千葉県,,南房総市,122343,0
千葉県,,匝瑳市,122351,0
千葉県,,香取市,122360,0
千葉県,,山武市,122378,0
千葉県,,いすみ市,122386,0
千葉県,,大網白里市,122394,0
千葉県,印旛郡,酒々井町,123226,0
千葉県,印旛郡,栄町,123293,0
千葉県,香取郡,神崎町,123421,0
千葉県,香取郡,多古町,123471,0
千葉県,香取郡,東庄町,123498,0
千葉県,山武郡,九十九里町,124036,0
千葉県,山武郡,芝山町,124095,0
千葉県,山武郡,横芝光町,124109,0
千葉県,長生郡,一宮町,124214,0
千葉県,長生郡,睦沢町,124222,0
千葉県,長生郡,長生村,124231,0
千葉県,長生郡,白子町,124249,0
千葉県,長生郡,長柄町,124265,0
千葉県,長生郡,長南町,124273,0
千葉県,夷隅郡,大多喜町,124419,0
千葉県,夷隅郡,御宿町,124435,0
千葉県,安房郡,鋸南町,124630,0
東京都,,千代田区,131016,0
東京都,,中央区,131024,0
東京都,,港区,131032,0
東京都,,新宿区,131041,0
東京都,,文京区,131059,0
東京都,,台東区,131067,0
東京都,,墨田区,131075,0
東京都,,江東区,131083,0
東京都,,品川区,131091,0
東京都,,目黒区,131105,0
東京都,,大田区,131113,0
東京都,,世田谷区,131121,0
東京都,,渋谷区,131130,0
東京都,,中野区,131148,0
東京都,,杉並区,131156,0
東京都,,豊島区,131164,0
東京都,,北区,131172,0
東京都,,荒川区,131181,0
東京都,,板橋区,131199,0
東京都,,練馬区,131202,0
東京都,,足立区,131211,0
東京都,,葛飾区,131229,0
東京都,,江戸川区,131237,0
東京都,,八王子市,132012,0
東京都,,立川市,132021,0
東京都,,武蔵野市,132039,0
東京都,,三鷹市,132047,0
東京都,,青梅市,132055,0
東京都,,府中市,132063,0
東京都,,昭島市,132071,0
東京都,,調布市,132080,0
東京都,,町田市,132098,0
東京都,,小金井市,132101,0
東京都,,小平市,132110,0
東京都,,日野市,132128,0
東京都,,東村山市,132136,0
東京都,,国分寺市,132144,0
東京都,,国立市,132152,0
東京都,,福生市,132187,0
東京都,,狛江市,132195,0
東京都,,東大和市,132209,0
東京都,,清瀬市,132217,0
東京都,,東久留米市,132225,0
東京都,,武蔵村山市,132233,0
東京都,,多摩市,132241,0
東京都,,稲城市,132250,0
東京都,,羽村市,132276,0
東京都,,あきる野市,132284,0
東京都,,西東京市,132292,0
東京都,西多摩郡,瑞穂町,133035,0
東京都,西多摩郡,日の出町,133051,0
東京都,西多摩郡,檜原村,133078,0
東京都,西多摩郡,奥多摩町,133086,0
東京都,,大島町,133612,0
東京都,,利島村,133621,0
東京都,,新島村,133639,0
東京都,,神津島村,133647,0
東京都,,三宅村,133817,0
東京都,,御蔵島村,133825,0
東京都,,八丈町,134015,0
東京都,,青ヶ島村,134023,0
東京都,,小笠原村,134210,0
神奈川県,,横浜市,141003,1
神奈川県,,川崎市,141305,1
神奈川県,,相模原市,141500,1
神奈川県,,横須賀市,142018,0
神奈川県,,平塚市,142034,0
神奈川県,,鎌倉市,142042,0
神奈川県,,藤沢市,142051,0
神奈川県,,小田原市,142069,0
神奈川県,,茅ヶ崎市,142077,0
神奈川県,,逗子市,142085,0
神奈川県,,三浦市,142107,0
神奈川県,,秦野市,142115,0
神奈川県,,厚木市,142123,0
神奈川県,,大和市,142131,0
神奈川県,,伊勢原市,142140,0
神奈川県,,海老名市,142158,0
神奈川県,,座間市,142166,0
神奈川県,,南足柄市,142174,0
神奈川県,,綾瀬市,142182,0
神奈川県,三浦郡,葉山町,143014,0
神奈川県,高座郡,寒川町,143219,0
神奈川県,中郡,大磯町,143413,0
神奈川県,中郡,二宮町,143421,0
神奈川県,足柄上郡,中井町,143618,0
神奈川県,足柄上郡,大井町,143626,0
神奈川県,足柄上郡,松田町,143634,0
神奈川県,足柄上郡,山北町,143642,0
神奈川県,足柄上郡,開成町,143669,0
神奈川県,足柄下郡,箱根町,143821,0
神奈川県,足柄下郡,真鶴町,143839,0
神奈川県,足柄下郡,湯河原町,143847,0
神奈川県,愛甲郡,愛川町,144011,0
神奈川県,愛甲郡,清川村,144029,0
新潟県,,新潟市,151009,1
新潟県,,長岡市,152021,0
新潟県,,三条市,152048,0
新潟県,,柏崎市,152056,0
新潟県,,新発田市,152064,0
新潟県,,小千谷市,152081,0
新潟県,,加茂市,152099,0
新潟県,,十日町市,152102,0
新潟県,,見附市,152111,0
新潟県,,村上市,152129,0
新潟県,,燕市,152137,0
新潟県,,糸魚川市,152161,0
新潟県,,妙高市,152170,0
新潟県,,五泉市,152188,0
新潟県,,上越市,152226,0
新潟県,,阿賀野市,152234,0
新潟県,,佐渡市,152242,0
新潟県,,魚沼市,152251,0
新潟県,,南魚沼市,152269,0
新潟県,,胎内市,152277,0
新潟県,北蒲原郡,聖籠町,153079,0
新潟県,西蒲原郡,弥彦村,153427,0
新潟県,南蒲原郡,田上町,153613,0
新潟県,東蒲原郡,阿賀町,153851,0
新潟県,三島郡,出雲崎町,154059,0
新潟県,南魚沼郡,湯沢町,154610,0
新潟県,中魚沼郡,津南町,154822,0
新潟県,刈羽郡,刈羽村,155047,0
新潟県,岩船郡,関川村,155811,0
新潟県,岩船郡,粟島浦村,155861,0
富山県,,富山市,162019,0
富山県,,高岡市,162027,0
