X,y
0,0.036171
0.0067114,0.19186
0.013423,-0.047164
0.020134,0.037841
0.026846,0.15311
0.033557,0.07236
0.040268,0.21727
0.04698,0.11968
0.053691,0.20746
0.060403,0.29655
0.067114,0.29301
0.073826,0.43152
0.080537,0.48025
0.087248,0.52188
0.09396,0.61987
0.10067,0.75903
0.10738,0.86485
0.11409,1.0379
0.12081,0.85837
0.12752,0.66558
0.13423,0.56843
0.14094,0.23908
0.14765,-0.12438
0.15436,-0.10333
0.16107,-0.047168
0.16779,-0.011772
0.1745,0.21099
0.18121,-0.12653
0.18792,-0.38386
0.19463,-0.37265
0.20134,-0.081334
0.20805,-0.03663
0.21477,-0.22317
0.22148,-0.1659
0.22819,-0.22344
0.2349,-0.10138
0.24161,-0.061514
0.24832,-0.2001
0.25503,-0.1966
0.26174,-0.1639
0.26846,-0.12428
0.27517,-0.17753
0.28188,-0.1075
0.28859,-0.21662
0.2953,-0.10971
0.30201,0.0031208
0.30872,-0.16991
0.31544,-0.21778
0.32215,-0.10558
0.32886,-0.066112
0.33557,-0.16277
0.34228,-0.030172
0.34899,-0.14115
0.3557,-0.13189
0.36242,0.092875
0.36913,-0.066447
0.37584,0.031172
0.38255,0.057321
0.38926,-0.066653
0.39597,-0.024397
0.40268,-0.056116
0.4094,0.089172
0.41611,0.11138
0.42282,-0.0094614
0.42953,-0.062279
0.43624,0.053686
0.44295,0.082629
0.44966,-0.048926
0.45638,0.018217
0.46309,0.068496
0.4698,0.10953
0.47651,0.21685
0.48322,0.15818
0.48993,0.14492
0.49664,0.074854
0.50336,0.18471
0.51007,0.069172
0.51678,0.11438
0.52349,0.037798
0.5302,0.11845
0.53691,0.003894
0.54362,0.099116
0.55034,0.20361
0.55705,0.33158
0.56376,0.25728
0.57047,0.088978
0.57718,0.12139
0.58389,0.12701
0.5906,0.21048
0.59732,0.34206
0.60403,0.22752
0.61074,0.20037
0.61745,0.23426
0.62416,0.2876
0.63087,0.33439
0.63758,0.40854
0.6443,0.5534
0.65101,0.54583
0.65772,0.52552
0.66443,0.66149
0.67114,0.65223
0.67785,0.77765
0.68456,0.74762
0.69128,0.64276
0.69799,0.3618
0.7047,-0.020884
0.71141,-0.44387
0.71812,-0.64711
0.72483,-0.64284
0.73154,-0.82045
0.73826,-0.91377
0.74497,-0.5466
0.75168,-0.26481
0.75839,0.020382
0.7651,-0.10536
0.77181,-0.29412
0.77852,-0.43347
0.78523,-0.72972
0.79195,-0.61274
0.79866,-0.69381
0.80537,-0.66727
0.81208,-0.66804
0.81879,-0.43652
0.8255,-0.38209
0.83221,-0.34789
0.83893,-0.36988
0.84564,-0.23818
0.85235,-0.28888
0.85906,-0.19472
0.86577,-0.197
0.87248,-0.16172
0.87919,-0.066634
0.88591,-0.16644
0.89262,-0.1637
0.89933,-0.20589
0.90604,-0.20225
0.91275,-0.13637
0.91946,-0.10983
0.92617,-0.28171
0.93289,-0.21872
0.9396,-0.18978
0.94631,-0.27816
0.95302,-0.23938
0.95973,-0.30834
0.96644,-0.17085
0.97315,-0.16573
0.97987,-0.17661
0.98658,-0.19563
0.99329,-0.15178
1,-0.37104
